video_id,datetime,title,transcript
NqWU5TeAjS4,2024-03-28T13:00:30Z,The Mortal Enemies List 📝  | The Big Bang Theory #shorts,what difference does it make if Leonard goes to will Wheaton's party no will weaton is Sheldon's mortal enemy mortal enemy mhm Sheldon I know you're a bit of a left-handed monkey wrench but you really have a mortal enemy in fact I have 61 of them would you like to see the list oh say no say no say no say no you just got off the list would you like back on it CU I just take a moment it's on a 5 and A4 inch floppy a floppy disc I started the list when I was nine
xVxWR2cTCJI,2024-03-27T13:01:02Z,Later Losers! ✌️ | The Big Bang Theory #shorts,you know what I see when I look around I see a room full of great people so let's give ourselves a break we are a community and as long as we have each other we're never truly [Applause] alone that was cool what you said you really think so yeah I do thank you uh would you like to uh get a a cup of coffee okay later losers
UvXmZJh9Z0Y,2024-03-26T20:00:08Z,Sheldon and Howard Bond Over a Replica Saturn 5 Rocket | The Big Bang Theory,you have a replica Saturn 5 yeah my dad bought it before he you know abandoned our family Lucky Duck never bring myself to open it without him it's silly that's not silly I always wanted my dad to build Rockets with me but he wasn't interested ah yes disappointing fathers tell me about it I remember for my 16th birthday my dad bought me a Mercedes like a little one like a starter Mercedes he had barely handed me the keys before he had to rush back to work I didn't see him again till like pretty late that night anyway as angry as I was with him leaving building this stuff is probably what led me to become an engineer I suppose in his own way my dad also encouraged me to pursue science I mean he is the one that taught me that flatulence is combustible yeah I guess I'm an astrophysicist because as a kid I said I like to look at the stars so my dad sent me to Hawaii to visit the C telescope screw you my pain is real you know what forget the past what do you say you and me build this rocket that sounds like it could be a real bonding experience for us lus 10 9 wait what are you doing it's T-minus I was an astronaut we used L minus yeah but this is a Saturn 5 and when they launched those they said T-minus it's my rocket we're doing it my way fine I'm not saying I know why your dad left but I think I'm getting an idea l- 10 9 8 7 6 cuz you're kind of bossy 5 4 3 2 1 yeah I remember them going up [Applause] [Music] higher
uql7SrQViGw,2024-03-26T13:01:01Z,Sheldon and Penny Agree on Something 😯 | The Big Bang Theory #shorts,what's with all the yelling Leonard disproved my element now all the attention is going to go away oh that's great you must be thrilled oh that's it I'm down to seven friends he counting Hobbits and superheroes right when I thought the element was real I didn't want it but now that Leonard made it not exist I want it more than anything in the world the element never existed I didn't take it away science took it away be mad at science don't you dare use science against me yeah science is my best friend oh good I'm back up to eight will you tell him he's out of his mind actually I get what he's saying yes nine welcome back buddy it's like if you're dating someone you're not that into and then they break up with you and then you want them more than ever yeah I have no idea what she's talking about but we're ganging up on you so I agree
vMui7A1-_I0,2024-03-25T20:00:18Z,Raj Wants To Break up With Emily | The Big Bang Theory,gentlemen if any of you are looking for something to do on Valentine's Day Amy and I will be streaming our first ever live episode of Fun With Flags you're welcome to join us as we celebrate the Timeless love affair between wind and flapping fabric penny and I have dinner reservations that night but any other time no sorry Bernie and I are breaking in the new hot tub if you know what I mean not a clue Raj spending Valentine's Day with Emily you don't sound very excited about it well I am I am I I guess I'm still wondering if Emily and I are right for each other does this have to do with that girl you had coffee with you mean the strong sexy angel I can't stop thinking about who can say you've been talking about breaking up with Emily forever why don't you just do it already let's get it over with well you say it like it's easy have any one of you ever broken up with anyone no not really you know once I ordered an Uber by accident I just got in and went somewhere so you really going to break up with her yeah I think so do you have any advice well I have broken up with my fair share of guys I mean how many times did I break up with Leonard I stopped counting at four right my advice to you is do it at her place you can leave when you need to uh tell the truth make it quick and be prepared for Tears oh I'm going to do a pre- cry before I go in there really dry myself out she meant Emily no I I really didn't you're seriously breaking up with me yeah and you thought right before Valentine's Day was a good time to do it you're right let's talk again in a few days hey CLA hi it's it's rajes I was I was wondering if you're free for Valentine's Day sorry I just got back back with my boyfriend but I just broke up with my girlfriend right before Valentine's Day what an ass please take me back our love was meant to be I'm going to be all alone on Valentine's Day you were right [Applause] [Music] tears
H-WAj_OgdmQ,2024-03-25T18:00:11Z,Leonard and Priya: Forbidden Love | The Big Bang Theory,give me a minute Sheldon hold on I need to figure out how to get the bucket so I can carry the mud past the dragon Sheldon you need to work in the morning I know well then bed mister five more minutes really you're going to risk getting sleepy in the middle of your thermodynamic fluctuation seminar you know what happens when you yawn in public everyone will see my oddly shaped uula you don't want that do you no but it's a shame our society mocks the differently ulated who was at the door uh building manager they have to fix a pipe so the water will be off tomorrow from noon to 2 that's unacceptable we're supposed to be given written notice no no it doesn't matter we'll be at work what if I spill tomato soup on my shirt and have to to come home to change only to find there's no water for an enzyme soak bye for uula Sheldon I'll have the chicken noodle good night we're going to have to be very quiet I know how to get the bucket I can turn the axe around and use the handle to reach it let's see go no North you are in a forest go north you are in a forest go north you are in a forest oh dear I believe I'm lost well I'll just have to get a fresh start tomorrow no no no no no no you just you you you just need to map it out come on I'll help you so uh you stopped at the stream and you turned north three times yes you're right you're lost good luck hi Howard hi Sheldon hello why are you holding hands I forbid you to hold hands rajes you know Leonard and I spent the night together yeah but you were just sleeping because I forb boed you to have sex the word is forbade you sure that doesn't sound right listen Rajesh Leonard and I have decided to see each other again and you don't get to tell me who I can and can't have a relationship with actually he can the Hindu code of Manu is very clear in these matters if a woman's father is not around the duty of controlling her base desires Falls to the closest male member of her family in this case Raj the code also states that if she disobeys she will be reborn in the womb of a jackal and tormented by diseases if true that seems like an awfully large gamble given that the prize is Leonard There It Is priia We're Indian we believe this stuff I think it also says that if you eat beef you need to live with cows for 3 months and drink their urine some of it makes sense some of it's crazy my point is you have such beautiful eyes you thought about getting Conta I tried in the seventh grade I could never get used to him oh that's too bad yeah if I had contacts it would have been the coolest Debate Club president ever to be stuffed into his own cello case if you had them on now you could see what we're going to do next that's okay I can infer from Context check it out he got contacts listen we need to talk about something oh my God you're breaking up with me why would you take me out shopping and then break up with me that is so cruel lard I'm not ricking up with you so what's up it's a little weird your ex-girlfriend hanging out here all the time I know I usually never see my ex-girlfriends unless their hard drives crash I'm just saying how would you feel if I was hanging out with my ex-boyfriend m not great I guess but penny and I are just friends I don't care this is a woman you have slept with if you want her around then I have to wonder if maybe you're not ready to move on no no no no I'm ready I I gave up the gift of sight for you if that's not moving on what is you need to cut the cord with fenny oh okay you don't sound very confident no no I'm confident it's not like I'm unfamiliar with the get lost conversation although this will be the first time I'll be the one saying it thank you I appreciate it sure oh God you smell so good of course that could just be my other senses getting stronger um okay tell bernardet to tell Pria that I'm on my way to Prague to shoot a movie with Angelina Jolie got it is it going to be in 3D what I don't know it doesn't matter I'm going to say 3D that'll let her know the studio has faith in it you're kidding 3D that's what I hear the studio must have real faith in it why she didn't tell me have you been spending time with your ex-girlfriend no then why you surprised she didn't tell you well it's not as much of surprise as you uh you know uh other thing what other thing well if if you uh I don't what's the word I'm looking for I'm not going to help you this is hilarious I want to see if we can find the cafeteria and get real coffee sure we're going to the cafeteria to get some coffee you want anything I'm fine it's nice that they're getting along your girlfriend and your ex-girlfriend hanging out together oh yeah that can only be good for you what are you talking about one of them broke up with you do you really want her telling the other one why I don't care I don't have anything to hide good good then you have nothing to worry about no I do not you are a mean little man you'd think it'd be because my parents didn't love me but actually they loved me a great deal oh God that is so true yeah I know right hey what took you guys so long oh we were just chatting it's nice what about we were just comparing notes about how you are in the sack that's funny what if she wasn't kidding doesn't matter I'm the king of four PL oh God I feel ridiculous in this dress you look beautiful Lieutenant ooraa now prepare for inspection my brother's going to hear you relax he's got headphones on and we're 10 Mi above Earth in a Starship really 10 mil you're orbiting inside the atmosphere  can't believe I'm wearing my brother's Halloween costume I can't believe you think he only wears it on Halloween open the landing bay doors shuttlecraft approaching okay got to go so here we are back in bed together yep here we are okay so I I I guess I'll just jump right in all right you're a naughty girl and I and I I I want to punish you with my love what not good that's terrible try again okay uh uh uh you're not naughty uh you're you're you're dirty you're you're a a a dirty girl oh yes yes I am yeah yeah yeah yeah uh okay you're uh you're uh you're a a dirty disgusting revolting girl this God let stop talking what don't you just give me five minutes I'll Google how to do this I'll call you right back just be quiet and do what I tell you okay like usual good take off your shirt all righty shirt coming off Tada man nipples I said be quiet yes ma'am now take off your shorts taking shorts off there we go naked naked naked wonderful now I'll take off my clothes cool uh oh here I am baby you miss these damn it leard already no no no no no the screen froze it's probably just buffering just give it a second fine so how are your mom and dad yeah I really don't want to talk about my parents now yeah sure sure if your video's Frozen try resetting the tcpip stack oh I didn't even think of that thanks you're welcome please let me know when you and your girlfriend are done hogging the bandwidth your self abuse I'm trying to stream a movie on Netflix in here how's it going uh not so good we have to talk oh sounds serious what's up okay uh here it is I met this girl and I kissed her and I feel terrible about it but it's done it's never going to happen again and I am so so sorry relax it's okay it is yeah these things happen they happen to everybody oh oh my God you are amazing I me I don't deserve you what do what do you mean everybody Leonard I didn't know if I should tell you but I kind of cheated on you too I kind of a couple of weeks ago I slept with my ex-boyfriend so I guess we both messed up a little no no I messed up a little you you messed up a lot well it's not a competition oh yeah it is and you [Music] won
-CBnuivgJFw,2024-03-25T14:00:00Z,Leonard Cuts a Meteorite Open | The Big Bang Theory,can't believe they're going to cut that with this punk ass diamond saw Leonard what are you doing showing you that this is the better way stop whatever's inside there is [Music] dangerous oh and pretty what is that ah are you okay ah yeah I'm fine I'm just feeling a little hungry stop eating but keep eating [Applause] but Leonard Leonard what what you're having a bad dream oh thank God I was eating my friends well one friend and one acquaintance that you know what bir's okay two friends let me see if you're running a fever yeah oh yeah you're burning up jeez are you okay uh it depends what color are my eyes I don't know Brown no green no wait Brown oh good I'm [Music] awake
MIIyL2UxHqg,2024-03-25T13:00:29Z,Howard&#39;s Cousin / Ex-Lover 😬  | The Big Bang Theory #shorts,so my mother's okay with this why would your mother have a problem with me and Stuart cuz they have a weird inappropriate relationship weirder than what you and I did in my dad's Corolla this is so messed up I know I'm having the best time why would you even come to this didn't you know I'd be here it was a long time ago Howard and your only second cousins who cares so you knew when you brought her any anyway oh so she's good enough for Howard but not for me yeah yeah go have weird relationships with your own mother and cousin this is his Turf yeah
bRXWIJyyz1U,2024-03-24T13:00:35Z,&quot;¡Viva La Imodium!&quot; 🇲🇽 | The Big Bang Theory #shorts,so are you going to give us a clue where we're headed uh okay let's see they've got spicy food and there's a chance you'll get diara India we can drive there your house we are going to Mexico F I've never been there Leonard don't be fooled I'm from Texas Mexico is Spanish from Mexico what's wrong with Mexico uh Marchi bands wild dogs beans that jump around cuz there's a worm inside okay calm down there's a theme to this weekend we are going to Mexico in fineman's Van to stay at the vacation house Fineman bought with the money from his Nobel Prize Viva emium
F0LX70sBnLU,2024-03-22T14:00:12Z,Sheldon and Amy Did it | The Big Bang Theory,on today's episode we're going to start with some viewer emails oh take off your glasses so people can't see your password in the reflection oh sure okay our first email is from uh Brad or Brian I don't know maybe it's set all right put him back on oh oh my gosh it's from fmy Lab in Chicago not surprising the windy city great flag town no no it's about our paper a team of physicists confirmed super asymmetry our paper was right we did it we did it we did it we did it we did it we did it we did it a remember when they only did it on her birthday [Music]
STlcL1kYOGA,2024-03-21T18:00:11Z,Funny Moments from Season 11 | The Big Bang Theory,"Sheldon these are the heads of my research team Dr Zayn Dr Harris this is my fiance Dr Sheldon Cooper that's the first time I've said that and it kind of gave me the Goosebumps Dr Cooper we are so excited to meet you oh that's very kind of you but if you'd like I could autograph your menus after dinner but I better not see those on eBay no no no we're just excited to meet the man who landed This brilliant woman here oh that wasn't hard she threw herself at me now getting the universe to show me its naughty bits that that took some doing shon's a physicist oh oh that's nice Amy I recently read your paper on lesions in the olfactory receptors in the brain it was inspired oh well I guess it didn't stink if it did that rout wouldn't have known it I'm sorry I'm sure you don't want to sit here and listen to a bunch of work talk oh no I love it no let's talk about work Amy's work my work yeah know why don't we start with my work actually I do have a question for Dr Cooper when Amy first told you about her approach to synaptic tracing did you think it was going to revolutionize the field really that's your question what are you Entertainment Tonight you know what I'm going to give you a better question here um Dr Cooper I heard you were working on a top secret project for the US mil military why don't you tell us about that see that's a great question okay what was that like I can't tell you that is top secret hi you wanted to see me yes I wanted to talk to you about the email you sent me last night I sent you an email you bet you did hello Shalom and Aloha from the grave of Richard Fineman oh it's coming back to me please accept the following retraction I know I said physics is dead but it is the opposite of dead if anything it is Undead like a zombie speaking of which if Richard feineman came back as a zombie I would totally let him bite me any chance that's the end I got bit by a squirrel one I had to get rabies shots I cried so much my mother said don't be a b baby in conclusion physics is great squirrels suck and someday I'm going to put my mom in a cheap nursing home Yours Truly XOXO Dr Leonard hoffstein no I I can explain PS can you come pick us up the Uber driver won't open the door because Sheldon is covered in blue vomit oh I don't care you know me I just go with the flow Beach public pool they both sound awesome on second thought Beach I'd like to befriend a seagull that is crazy yeah will you email that to me have you played this for him no I'm worried he'll say I violated his privacy listen how happy he sounds I'm I'm up for anything as long as I'm with you what are you listening to nothing oh come on I want to hear we don't need GPS let's just see where the road takes us I see why you turned it off that guy sounds like an idiot honey that's you don't be silly my voice is deep and sonorous like a Caucasian James Earl Jones lukee I am your father see it is you I recorded you in your sleep oh look a hitchhiker I bet he has some interesting stories that's me it's you so you spied on me in my sleep Sheldon I'm sorry you've been doing this every night I couldn't help but wonder if it meant something well it doesn't are you sure I mean the pre Al cortex regulates impulse control so it's plausible that when we're asleep aspects of our personality that we repress might come out don't try to put science lipstick on your new age Pig and for the record you make noises when you sleep and I've never accused you of repressing your inner chainsaw if you want me to object at your wedding just give me one of these just wish I could make Howard feel as angry as I'm feeling well maybe you could do something he likes and make him jealous like what you ever read Tom Sawyer no chores he likes chores oo what kind of chores well you could change the batteries and the smoke detectors that would drive him crazy that's great oh he'll be so man smoke will be coming out of his ears yeah then the smoke detectors will detect it wa hold on why' you ask me about Tom Sawyer I'm just interested in you what you are sweeter than your [Laughter] applesauce okay I put new batteries in the smoke detectors did you do the laundry I sure did oh he's going to be steamed there's like his dress shirts at least he could still clean the oven so that's something go that's what he thinks where's your steel wool right here we make quite the team sure do okay you ready yeah almost I'm working on my facial expressions see uh I've got interested H I've got very interested and enraged why would you be enraged better to have it and not need it than to need it and not have it okay and rolling hello I am theoretical physicist Dr Sheldon Cooper auditioning for the role of Professor Proton now Excuse me while I get into character hello I'm Professor Proton and today boys and girls we're going to have fun with science did you know you could calculate the mass of an electron using household items it's true all you'll need is a pencil some paper dry ice rubbing alcohol and a spool of 50 Micron thick Cobalt 60 wire and remember don't put it in your mouth or instead of becoming a scientist you'll become wildly radioactive hang on I have a question do you have any experiments that aren't life-threatening come on that was a perfect take and you ruined it oh look hey I did need enraged oh boy what what they cast the new Professor Proton is it Sheldon not exactly we it's will weaton I don't get how you can enjoy Cricket it makes no sense did you just come here to complain yeah that's a sport of my people oh that's rabi chandran Ashwin he's amazing he makes hardik panda look like bhanwar Kumar oh whoa whoa wo save some syllables for the rest of us hey I think that's Bernadette's friend over there oh yeah hey Richie I I hope this isn't awkward the last time we met I kind of embarrassed myself let's see if you can go two for two hey guys hey are you here by yourself yeah I couldn't convince anyone to come watch cricket with me tell me about it I had to drag this guy you're more than welcome to join us if you'd like thanks what' she say baller W that clears that up she's telling the bowler to bowl a Yer it's the most brutal ball in cricket I was at the match when sh B back to back yers well I was there too what a coincidence there were 120,000 people at that match so yeah India right everywhere you go there's like a 120 ,000 people so what do you think of our chances at the World Cup uh World Cup you know it'll all depend if K's batting in form I know it doesn't even matter how many all rounders you have isn't that the truth you know I was the best leg spinner in my high school yeah like I bow the meanest googly speaking of Googlies I'm going to go before Sheldon gets here last time we did that he didn't talk to us for a month so do it hold on on where is he according to his text he was on the second floor then he stopped to tie his shoe all tied and hello hi sorry we're late Amy took forever tying my shoe all right who's excited to see a documentary oh I know this one nobody ever hey this one's going to be great this is about the Rivalry between a cool Renegade scientist Nicola Tesla and his art Nemesis Thomas Edison it's the greatest scientific Feud of all time I mean you can forget about Liz and Newton done so Tesla is the one that invented the electric car no Benny no the car is just named after him okay you don't have to be so smug about it you know you went to see the movie it because you thought it was about scary it guys Tesla was a genius who invented our electrical grid Edison just wanted to get rich and famous didn't he invent the light bulb that's what he wants you to think but without the foundational work of Ebenezer kennersley Warren dearoo and James Bowman Lindsay you wouldn't know Edison any more than you know Ebenezer kersley Warren dearoo or James Bowman Lindsay isn't he sexy All Fired Up it really gets my current alternating if you know what I mean Addison was kind of a publicity hog and a bully yeah he electrocuted an elephant named Topsy just to make himself famous if had an elephant named to he would want for nothing also he'd be named jumbo and worse than that Edison filmed the first onscreen kiss so he's basically a pornographer although every time I put that in Wikipedia someone takes it out is your current still alternating we're lucky there aren't any elephants in here h hello Leonard I was going to write you an email but I'm a little drunk and spelling is a sober person's game so I feel I owe you explanation I'm sorry explanation Penny Penny Penny Sheldon go away I'm making a video I'm sorry I'll come back when you're alone no no no I am alone I'm just telling Leonard why I broke up with him oh he knows the video I want to see is why you went out with him in the first place went out with him because he's great if I kept going out with him I probably would have married him and I it's a little scary because I just don't think I'm ready for that you know plus I have got to learn how to spell hoffstead I I know there's a D in there but it keeps moving every time I try and write it helon what do I do try to pass out face down so you don't choke on your vomit I am not going to pass out but thank you anyway wow I know there's like two more hours of her just lying there oh you love me so much much I married you jackass I I know and not just out of pity like everyone said in their wedding toast you want to see the part where she falls off the chair totally want to grab some lunch you know what I don't think so let me guess you're not eating because the Mean Girls circled your chubby bits and marker no that that right there that's the reason you're always making fun of me well those are just jokes it's my way of saying that we're friends and it wouldn't hurt you to drop a few see no wonder I don't have any confidence come on you can't blame that on me why not 15 years of constant ridicule I I think our relationship has become toxic what are you saying I think you and I need to spend some time away from each other look I I can see your upset but I'm going to need some ground rules while we're apart can I see other needy Indian men get [Music] out"
vfjit_5gzQ0,2024-03-21T14:00:41Z,Stephen Hawking Won&#39;t Play Sheldon Back | The Big Bang Theory,why hasn't Stephen Hawking played a word the guy's a genius maybe you weren't challenging enough for him not challenging I was humiliating the man I was thinking of writing a book called A Brief History of the time I made Stephen Hawking cry like a little girl there's the problem you can't beat Hawking like that he hates to lose everyone knows that guy's a big baby forget the wheelchair each should being a stroller really one time when I was working with him he said that Johnny Depp was in The Matrix I told him he was wrong but he kept insisting so I looked it up online and showed him well the next day he had a pizza party and everyone got invited but me then he was all your invitation must have gotten lost in the Matrix good Lord what have I done good Lord what have I done terrible all right Hot Shot let's hear your Indian I can't sit on that elephant my ass is on fire from eating or disc okay yeah that's pretty good [Music]
lu_Jik9AfV4,2024-03-20T20:00:30Z,Raj and Howard Have Fans | The Big Bang Theory,[Music] oh did you know at the United Nations there's a department for outer space Affairs really why they exist in case we ever make contact with an alien civilization boy that's one of those jobs that's boring boring boring then oh God where's the memo with what we do now oh this is cool so a few weeks ago I set up a fan page on Facebook for our band and I wait a second how could you do that without insulting me it's not a big deal it just took like 5 minutes to set up that's not the point when we created footprints on the moon we agreed that every ban decision would be mutual now you're just trying to take over the whole thing you know maybe I should go solo someone joined up age we have an actual fan all right this thing's bigger than you and me bands back together so listen to what he wrote uh I saw you play at the comic book store you guys rock and then there's a animated smiley face raising the roof like this we did raise the roof that night yeah we totally did why do rock stars do drugs when this feels so great maybe we should post a comment back to our fan and thank him what should we write how about uh oh how about we might be footprints on the moon but your kind words sent us over the moon someday you're going to make an amazing grandma what do you want to right something badass you know like thanks for digging our Vibe we'll keep rocking if you keep rolling dude if I was wearing a bra I'd threw it at your head right now I'll keep rocking you don't do [Applause] that [Music]
Ks0KG93s5qs,2024-03-20T14:00:22Z,Fun with Flags with Bickering | The Big Bang Theory,[Music] hello I'm Dr Sheldon Cooper and I'm Dr Amy Farah Fowler and this is Dr Sheldon Cooper and Dr Amy Farah Fowler present Dr Sheldon Cooper fun with flag I'd like to start this episode by apologizing on behalf of Dr Fowler who made the wild claim last week that there was no National tri-colored flag with a purple stripe when in fact the Estonian Governor at inside the Russian Empire had a purple stripe on their flag from 1721 to 1917 see right there in the middle and I'd like to apologize on behalf of Dr Cooper for having his zipper down for the entire segment on the flags of East Africa sorry Tanzania you deserve [Music] better yeah
jB_5CJKSNsU,2024-03-20T13:00:48Z,Raj Overhears Leonard Role Playing 🙉 | The Big Bang Theory #shorts,oh God I feel ridiculous in this dress you look beautiful Lieutenant ooraa now prepare for inspection my brother's going to hear you relax he's got headphones on and we're 10 miles above Earth in a Starship really 10 mies you're orbiting inside the atmosphere  can't believe I'm wearing my brother's Halloween costume I can't believe you think he only wears it on Halloween open the landing bay doors shuttlecraft approaching okay got to gold
StbZXReJPJM,2024-03-19T20:00:17Z,Penny Doesn’t Want To Work for Bernadette | The Big Bang Theory,hey you got a sec sure what's up uh bad news I spoke to my supervisor about heading up your sales team and she said she just can't lose me right now do you want me to call her I could rip her a new one no no no ripping um anyway I I don't want to leave her short-handed so I'm sorry I respect that that's what makes you a good employee no thank you it's just such a bummer I know just you sure you want me to call her oh no I'm sure definitely sure don't call her but you know just oh why hey you wanted to see me yeah come on in okay close the door okay have a seat do I have to you really do so I talked to your supervisor and she said that she never stopped you from working on my team because you never asked her really oh you know you should know she's been taking our new anti-depressant and lying is one of the main side effects why don't you want to work with me I know I can be tough but that's just cuz I'm surrounded by useless idiots no it's not that and why honestly I don't know if I'm up to it you know the last project I managed was my high school yearbook and and that was the year we didn't have one apparently the printers won't make them without getting paid what happened to the money uh if I didn't know then I'm not going to magically know now yes you know I didn't go to college I'd be in charge of people that are far more educated with more experience what if they don't listen to me then you be really mean to them have I taught you nothing Penny everybody feels like you do like they're not good enough not smart enough well even you of course Dr Austin kowsky you want to me he didn't I teach knocking at Stanford get out I love that kid all right now I'm sure some of you are wondering who is this woman how did she get to be in charge of the sales team is it because she's friends with Dr roson Kowski because she is is it because she was Miss Corn Husker 2001 and still fits in those very same jeans because she was and she does and they're actually a little baggy or is it because she's the best damn salesperson here because I am now now that we're clear on that here are the drug specs and marketing strategy for inflamex which now that I say it out loud might be a placeholder by tomorrow I want everyone to have this committed to memory do you have it committed to memory you want to have a contest Karen winner gets a yogurt no BS all right now we all know what we need to do let's go do it right now get out of here go that was is really impressive damn right it was impressive okay that tone doesn't work with sorry [Applause] [Music] boss
1_BkIEVIjZA,2024-03-19T18:00:01Z,Howard&#39;s Impressions | The Big Bang Theory,so I got the craziest email this morning I don't mean to burst your bubble dude but those penile enlargement pills do not work believe me I know the email I got was from the office of Steven Hawking you're he's coming to the university for a couple weeks to lecture and he's looking for an engineer to help maintain the equipment on his wheelchair that's amazing you'll be like his pit crew a word of caution I would not do your Steven Hawking impression in front of him you're right I suppose that could be considered offensive the dragon falls from the sky crashing into the volcano wait he's not dead he crawls out spreads his wings and prepares to attack wait wait does he say something first you know maybe in the voice of a beloved celebrity fine you'd think after all these years I'd know not to fly over volcanoes I'm a freaking idiot he dragons Christopher welcome that's perfect all right Amy it's your turn we need one more hit finish him off here we go 15 it's a hit the dragon collapses wait wait and says mother is that you your little boy is coming home should we get lunch or you want to eat at the zoo oh h i don't need food as long as I can look at my phone I don't like when you imitate me you want to hear my Steward it's been a while since I've gone on a date mind if we watch the monkeys doing it I said that to you in [Laughter] confidence hey Sheldon hello oh my God you look amazing I find you guilty of murder because you are killing it but technically the Supreme Court wouldn't determine a defendant skilled or innocence in a criminal matter they could only reverse or revamp a jury's conviction based on a constitutional or statutory issue why are you laughing his statement was factually correct you're sitting in my spot you don't have a spot what is wrong with you today maybe it's cranky because he's off his bathroom schedule well I can understand how that would make someone irritable interesting fact irritable comes from the Latin susceptible to anger just because I used a word doesn't mean I want its atmology interesting fact anology comes from the GRE you are being so annoying stop it and why are you too laughing child he's being you he's dressed as you for [Laughter] Halloween oh well so you're not laughing at him you're laughing at me we're not laughing at you we're laughing with you but I'm not laughing then the first one you find yourselves in an overgrown Old Forest and before you is a giant oak tree with a face on it that looks a lot like Nicholas Cage he says travel with caution these WS are home to the bones of many a Fallen Hero to see Howard's just as good a dungeon master as I am as good well you just got pantsed in the schoolyard Four Eyes hey come on guys Focus um uh ohmighty Nicholas Cage tree we thank you for your warning but we are brave warriors and nothing short of death will keep us from a goal oh Lucy 3 after all see hey hey you can't leave we just started you're right I should finish the game I take my plus one long sword stab myself in the face with it I'm dead I've got a date with a girl bye we'll be fine watch suddenly a spectral shape rises from cra's bloody corpse and says don't worry buddies ghost Raj will help guide you through the forest well I'm just a tree but if I were you I'd listen to your ghost friend why hasn't Steven Hawking played a word the guy's a genius maybe you weren't challenging enough for him not challenging I was humiliating the man yeah I was thinking of writing a book called A Brief History of the time I made Stephen Hawking cry like a little girl here's the problem you can't beat Hawking like that he hates to lose everyone knows that guy's a big big baby forget the wheelchair he should being a stroller really one time when I was working with him he said that Johnny Depp was in The Matrix I told him he was wrong but he kept insisting so I looked it up online and showed him well the next day he had a pizza party and everyone got invited but me then he was all your invitation must have caught in love in The Matrix good Lord what have I done good Lord what have I done terrible all right Hot Shot let's hear your Indian I can't sit on that elephant my ass is on fire from eating or this Curry okay yeah that's pretty good never played Dungeons and Dragons with girls before oh don't worry sweetie no one has so what do you say I'll leave it up to the dungeon master a satanic fungus that looks suspiciously like Al pachino rises from the forest floor and says you're playing D and D you're playing DND D this whole apartment is playing D and D what are you doing in our dung you shall die okay literal Goosebumps look well cor blimy you look like a fing TPP down merry Poppins are you going to talk like that all night jff Willer I am isn't he cute he's going to get a spoonful of sugar later and I'm going to sweep Miss Poppins [Music] chimney
h5X0jlLxTXE,2024-03-19T16:00:36Z,The Costume Party | The Big Bang Theory,hey oh that's great he's a Supreme Court Justice and you're the US Constitution yep he interprets me and guess what's underneath this the bill of tights smart funny gorgeous are we a match or what hey bird what are you dressed as I'll give you a hint my work in seismic refraction measurements and hey steuart what are you dressed at I'm a butterfly did you steal those from H's lets for 10 bucks I'm going to put them back all right I'll tell you I'm morrice doc Ying winner of the 1960 veton prize generally regarded as the Nobel Prize of geology oh yeah now I see it ask me how I died spoiler alert brain hemorrhage well call blim me you look like a fing toppins D merry Poppins are you going to talk like that all night Jeff Will's all y isn't he cute he's going to get a spoonful of sugar later and I'm going to sweep Miss Poppins [Music] chimney
zXHasy0Dy_A,2024-03-19T14:00:47Z,&quot;Women Come In. Don&#39;t Be Afraid.&quot; 😶 | The Big Bang Theory,have you thought about advertising directly to females okay well all right what if I put up a sign in the window that said women come in don't be afraid
VHrF4GC2T4I,2024-03-18T14:00:21Z,Howard Wants to Change His Answer 🤔 | The Big Bang Theory #shorts,okay listen I'm thinking that maybe we can compromise on the house I'm listening let's just redo one room and see how it goes that is reasonable but what room how about this one no way no this is the room I associate the most with my mom then how about the bathroom I want to change my answer
AlBfPljtD90,2024-03-17T14:00:06Z,Raj Got Into Leonard&#39;s Head 😂 | The Big Bang Theory #shorts,you want to see if we can find the cafeteria and get real coffee sure we're going to the cafeteria to get some coffee you want anything I'm fine that's nice that they're getting along your girlfriend and your ex-girlfriend hanging out together oh yeah that can only be good for you what are you talking about one of them broke up with you do you really want her telling the other one why I don't care I don't have anything to hide good good then you nothing to worry about no I do not you are a mean little man
QwMwAe33T0Q,2024-03-16T16:00:29Z,Howard&#39;s Stuart Impression is Uncanny | The Big Bang Theory,should we get lunch or you want to eat at the zoo oh Hy I don't need food as long as I can look at my phone I don't like when you imitate me you want to hear my Steward it's man a while since I've gone on a date mind if we watch the monkeys doing it I said that to you in confidence this is supposed to be our family fun day what's so important on your phone I'm on the dare's website stop looking at that the daycare is great it's on campus my office is 2 minutes away there's nothing to worry about what if she likes the people who work there more than us she already likes soap bubbles more than us when I go back to work we're going to leave her with these people we don't know anything about them I mean they're highly trained Educators with background checks they're even required to be current on all vaccinations you leave her with me and I'm not any of those [Music] things
Umk2Q1cbdro,2024-03-16T14:00:23Z,Sheldon Has a Bathroom Emergency 🚨 | The Big Bang Theory #shorts,are you in the shower I can't hear you I'm in the shower I asked if you were in the shower but that's moot now what moot rendered unimportant by recent events I can't hear you I'm in the shower I have to skip the chitchat emergency what kind of emergency mathematical 32 oz banana smoothie 16 oz bladder you might not want to do that well I assure you I do Sheldon I'm not alone in here the what hello Sheldon what are you doing in there she can't be in here we were in here first you can't be in here according to the roommate agreement paragraph 9 subsection B the right to bathroom privacy is suspended in the event of force majure and believe me I'm experiencing a very maure Force
